filename,natural_light,artificial_light
0268.jpg,1,0
0269.jpg,1,0
0270.jpg,1,0
0271.jpg,1,0
0272.jpg,1,0
0273.jpg,1,0
0274.jpg,1,0
0275.jpg,1,0
0276.jpg,0,1
0277.jpg,1,0
0278.jpg,1,0
0279.jpg,1,0
0280.jpg,1,0
0281.jpg,0,1
0282.jpg,1,0
0283.jpg,1,0
0284.jpg,1,0
0285.jpg,1,0
0286.jpg,1,0
0287.jpg,1,0
0288.jpg,1,0
0289.jpg,1,0
0290.jpg,1,0
0291.jpg,1,0
0292.jpg,1,0
0293.jpg,0,1
0294.jpg,0,1
0295.jpg,1,0
0296.jpg,1,0
0297.jpg,1,0
0298.jpg,1,0
0299.jpg,1,0
0300.jpg,1,0
0301.jpg,1,0
0302.jpg,1,0
0303.jpg,1,0
0304.jpg,1,0
0305.jpg,1,0
0306.jpg,1,0
0307.jpg,1,0
0308.jpg,1,0
0309.jpg,1,0
0310.jpg,1,0
0311.jpg,1,0
0312.jpg,1,0
0313.jpg,1,0
0314.jpg,0,1
0315.jpg,0,1
0316.jpg,1,0
0317.jpg,1,0
0318.jpg,1,0
0319.jpg,1,0
0320.jpg,1,0
0321.jpg,1,0
0322.jpg,1,0
0323.jpg,1,0
0324.jpg,1,0
0325.jpg,0,1
0326.jpg,1,0
0327.jpg,1,0
0328.jpg,1,0
0329.jpg,1,0
0330.jpg,1,0
0331.jpg,1,0
0332.jpg,0,1
0333.jpg,1,0
0334.jpg,1,0
0335.jpg,1,0
0336.jpg,1,0
0337.jpg,1,0
0338.jpg,1,0
0339.jpg,1,0
0340.jpg,1,0
0341.jpg,1,0
0342.jpg,1,0
0343.jpg,1,0
0344.jpg,1,0
0345.jpg,1,0
0346.jpg,1,0
0347.jpg,1,0
0348.jpg,1,0
0349.jpg,1,0
0350.jpg,1,0
0351.jpg,1,0
0352.jpg,1,0
0353.jpg,1,0
0354.jpg,1,0
0355.jpg,1,0
0356.jpg,1,0
0357.jpg,1,0
0358.jpg,1,0
0359.jpg,1,0
0360.jpg,1,0
0361.jpg,1,0
0362.jpg,1,0
0363.jpg,1,0
0364.jpg,1,0
0365.jpg,0,1
0366.jpg,1,0
0367.jpg,1,0
0368.jpg,0,1
0369.jpg,0,1
0370.jpg,1,0
0371.jpg,1,0
0372.jpg,0,1
0373.jpg,1,0
0374.jpg,1,0
0375.jpg,1,0
0376.jpg,1,0
0377.jpg,1,0
0378.jpg,1,0
0379.jpg,1,0
0380.jpg,1,0
0381.jpg,1,0
0382.jpg,1,0
0383.jpg,1,0
0384.jpg,1,0
0385.jpg,1,0
0386.jpg,1,0
0387.jpg,1,0
0388.jpg,1,0
0389.jpg,1,0
0390.jpg,1,0
0391.jpg,1,0
0392.jpg,1,0
0393.jpg,1,0
0394.jpg,1,0
0395.jpg,1,0
0396.jpg,1,0
0397.jpg,1,0
0398.jpg,1,0
0399.jpg,1,0
0400.jpg,1,0
0401.jpg,1,0
0402.jpg,1,0
0403.jpg,1,0
0404.jpg,1,0
0405.jpg,1,0
0406.jpg,1,0
0407.jpg,1,0
0408.jpg,1,0
0409.jpg,1,0
0410.jpg,1,0
0411.jpg,1,0
0412.jpg,1,0
0413.jpg,1,0
0414.jpg,1,0
0415.jpg,1,0
0416.jpg,1,0
0417.jpg,1,0
0418.jpg,1,0
0419.jpg,1,0
0420.jpg,1,0
0421.jpg,1,0
0422.jpg,1,0
0423.jpg,1,0
0424.jpg,1,0
0425.jpg,1,0
0426.jpg,1,0
0427.jpg,1,0
0428.jpg,1,0
0429.jpg,1,0
0430.jpg,1,0
0431.jpg,1,0
0432.jpg,1,0
0433.jpg,1,0
0434.jpg,1,0
0435.jpg,1,0
0436.jpg,1,0
0437.jpg,1,0
0438.jpg,1,0
0439.jpg,1,0
0440.jpg,1,0
0441.jpg,1,0
0442.jpg,1,0
0443.jpg,1,0
0444.jpg,1,0
0445.jpg,1,0
0446.jpg,1,0
0447.jpg,1,0
0448.jpg,1,0
0449.jpg,1,0
0450.jpg,1,0
0451.jpg,1,0
0452.jpg,1,0
0453.jpg,1,0
0454.jpg,1,0
0455.jpg,1,0
0456.jpg,1,0
0457.jpg,1,0
0458.jpg,1,0
0459.jpg,1,0
0460.jpg,1,0
0461.jpg,1,0
0462.jpg,1,0
0463.jpg,1,0
0464.jpg,1,0
0465.jpg,1,0
0466.jpg,1,0
0467.jpg,1,0
0468.jpg,1,0
0469.jpg,1,0
0470.jpg,1,0
0471.jpg,1,0
0472.jpg,1,0
0473.jpg,1,0
0474.jpg,1,0
0475.jpg,1,0
0476.jpg,1,0
0477.jpg,1,0
0478.jpg,1,0
0479.jpg,1,0
0480.jpg,1,0
0481.jpg,1,0
0482.jpg,1,0
0483.jpg,1,0
0484.jpg,1,0
0485.jpg,1,0
0486.jpg,1,0
0487.jpg,1,0
0488.jpg,1,0
0489.jpg,1,0
0490.jpg,1,0
0491.jpg,1,0
0492.jpg,1,0
0493.jpg,1,0
0494.jpg,1,0
0495.jpg,1,0
0496.jpg,1,0
0497.jpg,1,0
0498.jpg,1,0
0499.jpg,1,0
0500.jpg,1,0
0501.jpg,1,0
0502.jpg,1,0
0503.jpg,1,0
0504.jpg,1,0
0505.jpg,1,0
0506.jpg,1,0
0507.jpg,1,0
0508.jpg,1,0
0509.jpg,1,0
0510.jpg,1,0
0511.jpg,1,0
0512.jpg,1,0
0513.jpg,1,0
0514.jpg,1,0
0515.jpg,1,0
0516.jpg,1,0
0517.jpg,1,0
0518.jpg,1,0
0519.jpg,1,0
0520.jpg,1,0
0521.jpg,1,0
0522.jpg,1,0
0523.jpg,1,0
0524.jpg,1,0
0525.jpg,1,0
0526.jpg,1,0
0527.jpg,1,0
0528.jpg,1,0
0529.jpg,1,0
0530.jpg,1,0
0531.jpg,1,0
0532.jpg,1,0
0533.jpg,1,0
0534.jpg,1,0
0535.jpg,1,0
0536.jpg,1,0
0537.jpg,1,0
0538.jpg,1,0
0539.jpg,1,0
0540.jpg,1,0
0541.jpg,1,0
0542.jpg,1,0
0543.jpg,1,0
0544.jpg,1,0
0545.jpg,1,0
0546.jpg,1,0
0547.jpg,1,0
0548.jpg,1,0
0549.jpg,1,0
0550.jpg,1,0
0551.jpg,1,0
0552.jpg,1,0
0553.jpg,1,0
0554.jpg,1,0
0555.jpg,1,0
0556.jpg,1,0
0557.jpg,1,0
0558.jpg,1,0
0559.jpg,1,0
0560.jpg,1,0
0561.jpg,1,0
0562.jpg,1,0
0563.jpg,1,0
0564.jpg,1,0
0565.jpg,1,0
0566.jpg,1,0
0567.jpg,1,1
0568.jpg,1,0
0569.jpg,1,0
0570.jpg,1,0
0571.jpg,1,0
0572.jpg,1,1
0573.jpg,1,0
0574.jpg,1,0
0575.jpg,1,0
0576.jpg,1,0
0577.jpg,1,0
0578.jpg,1,0
0579.jpg,1,0
0580.jpg,1,0
0581.jpg,1,1
0582.jpg,1,0
0583.jpg,1,0
0584.jpg,1,1
0585.jpg,1,1
0586.jpg,1,0
0587.jpg,1,0
0588.jpg,1,1
0589.jpg,1,0
0590.jpg,1,0
0591.jpg,1,0
0592.jpg,1,0
0593.jpg,1,1
0594.jpg,1,0
0595.jpg,1,0
0596.jpg,1,0
0597.jpg,1,0
0598.jpg,1,0
0599.jpg,1,0
0600.jpg,1,0
0601.jpg,1,0
0602.jpg,1,0
0603.jpg,1,0
0604.jpg,1,0
0605.jpg,1,0
0606.jpg,1,0
0607.jpg,1,0
0608.jpg,1,0
0609.jpg,1,0
0610.jpg,1,0
0611.jpg,1,1
0612.jpg,1,1
0613.jpg,1,0
0614.jpg,1,0
0615.jpg,1,0
0616.jpg,1,0
0617.jpg,1,1
0618.jpg,1,0
0619.jpg,1,0
0620.jpg,1,0
0621.jpg,1,1
0622.jpg,1,0
0623.jpg,1,0
0624.jpg,1,0
0625.jpg,1,1
0626.jpg,1,0
0627.jpg,1,0
0628.jpg,1,0
0629.jpg,1,0
0630.jpg,1,0
0631.jpg,1,0
0632.jpg,1,0
0633.jpg,1,0
0634.jpg,1,1
0635.jpg,1,1
0636.jpg,1,0
0637.jpg,1,0
0638.jpg,1,1
0639.jpg,1,0
0640.jpg,1,0
0641.jpg,1,0
0642.jpg,1,1
0643.jpg,1,0
0644.jpg,1,0
0645.jpg,1,1
0646.jpg,1,1
0647.jpg,1,0
0648.jpg,1,0
0649.jpg,1,0
0650.jpg,1,0
0651.jpg,1,1
0652.jpg,1,0
0653.jpg,1,0
0654.jpg,1,0
0655.jpg,1,1
0656.jpg,1,0
0657.jpg,1,0
0658.jpg,1,0
0659.jpg,1,1
0660.jpg,1,0
0661.jpg,1,0
0662.jpg,1,0
0663.jpg,1,0
0664.jpg,1,1
0665.jpg,1,1
0666.jpg,1,1
0667.jpg,1,1
0668.jpg,1,1
0669.jpg,1,1
0670.jpg,1,1
0671.jpg,1,0
0672.jpg,1,1
0673.jpg,1,0
0674.jpg,1,0
0675.jpg,1,1
0676.jpg,1,0
0677.jpg,1,1
0678.jpg,1,1
0679.jpg,1,0
0680.jpg,1,0
0681.jpg,1,1
0682.jpg,1,0
0683.jpg,1,1
0684.jpg,1,0
0685.jpg,1,0
0686.jpg,1,0
0687.jpg,1,1
0688.jpg,1,1
0689.jpg,1,0
0690.jpg,1,1
0691.jpg,1,0
0692.jpg,1,1
0693.jpg,1,0
0694.jpg,1,0
0695.jpg,1,0
0696.jpg,1,0
0697.jpg,1,0
0698.jpg,1,1
0699.jpg,1,1
0700.jpg,1,0
0701.jpg,0,1
0702.jpg,0,1
0703.jpg,0,1
0704.jpg,1,0
0705.jpg,1,0
0706.jpg,0,1
0707.jpg,0,1
0708.jpg,0,1
0709.jpg,0,1
0710.jpg,0,1
0711.jpg,0,1
0712.jpg,1,0
0713.jpg,0,1
0714.jpg,0,1
0715.jpg,0,1
0716.jpg,0,1
0717.jpg,0,1
0718.jpg,0,1
0719.jpg,0,1
0720.jpg,1,0
0721.jpg,0,1
0722.jpg,0,1
0723.jpg,0,1
0724.jpg,0,1
0725.jpg,0,1
0726.jpg,0,1
0727.jpg,0,1
0728.jpg,0,1
0729.jpg,1,0
0730.jpg,0,1
0731.jpg,0,1
0732.jpg,0,1
0733.jpg,0,1
0734.jpg,0,1
0735.jpg,1,0
0736.jpg,0,1
0737.jpg,0,1
0738.jpg,0,1
0739.jpg,0,1
0740.jpg,0,1
0741.jpg,0,1
0742.jpg,0,1
0743.jpg,0,1
0744.jpg,0,1
0745.jpg,0,1
0746.jpg,0,1
0747.jpg,0,1
0748.jpg,0,1
0749.jpg,0,1
0750.jpg,0,1
0751.jpg,0,1
0752.jpg,0,1
0753.jpg,0,1
0754.jpg,0,1
0755.jpg,0,1
0756.jpg,0,1
0757.jpg,0,1
0758.jpg,0,1
0759.jpg,0,1
0760.jpg,0,1
0761.jpg,0,1
0762.jpg,0,1
0763.jpg,0,1
0764.jpg,0,1
0765.jpg,0,1
0766.jpg,0,1
0767.jpg,0,1
0768.jpg,0,1
0769.jpg,0,1
0770.jpg,0,1
0771.jpg,0,1
0772.jpg,0,1
0773.jpg,0,1
0774.jpg,0,1
0775.jpg,0,1
0776.jpg,0,1
0777.jpg,0,1
0778.jpg,0,1
0779.jpg,0,1
0780.jpg,0,1
0781.jpg,0,1
0782.jpg,0,1
0783.jpg,0,1
0784.jpg,0,1
0785.jpg,0,1
0786.jpg,0,1
0787.jpg,0,1
0788.jpg,0,1
0789.jpg,0,1
0790.jpg,0,1
0791.jpg,0,1
0792.jpg,0,1
0793.jpg,0,1
0794.jpg,0,1
0795.jpg,0,1
0796.jpg,0,1
0797.jpg,0,1
0798.jpg,0,1
0799.jpg,0,1
0800.jpg,0,1
0801.jpg,0,1
0802.jpg,0,1
0803.jpg,0,1
0804.jpg,0,1
0805.jpg,0,1
0806.jpg,0,1
0807.jpg,0,1
0808.jpg,0,1
0809.jpg,0,1
0810.jpg,0,1
0811.jpg,0,1
0812.jpg,0,1
0813.jpg,0,1
0814.jpg,0,1
0815.jpg,0,1
0816.jpg,0,1
0817.jpg,0,1
0818.jpg,0,1
0819.jpg,0,1
0820.jpg,0,1
0821.jpg,0,1
0822.jpg,0,1
0823.jpg,0,1
0824.jpg,0,1
0825.jpg,0,1
0826.jpg,0,1
0827.jpg,0,1
0828.jpg,0,1
0829.jpg,0,1
0830.jpg,0,1
0831.jpg,0,1
0832.jpg,0,1
0833.jpg,0,1
0834.jpg,0,1
0835.jpg,0,1
0836.jpg,0,1
0837.jpg,0,1
0838.jpg,0,1
0839.jpg,0,1
0840.jpg,0,1
0841.jpg,0,1
0842.jpg,0,1
0843.jpg,0,1
0844.jpg,0,1
0845.jpg,0,1
0846.jpg,0,1
0847.jpg,0,1
0848.jpg,0,1
0849.jpg,0,1
0850.jpg,0,1
0851.jpg,0,1
0852.jpg,0,1
0853.jpg,0,1
0854.jpg,0,1
0855.jpg,0,1
0856.jpg,0,1
0857.jpg,0,1
0858.jpg,0,1
0859.jpg,0,1
0860.jpg,0,1
0861.jpg,0,1
0862.jpg,0,1
0863.jpg,0,1
0864.jpg,0,1
0865.jpg,0,1
0866.jpg,0,1
0867.jpg,0,1
0868.jpg,0,1
0869.jpg,0,1
0870.jpg,0,1
0871.jpg,0,1
0872.jpg,0,1
0873.jpg,0,1
0874.jpg,0,1
0875.jpg,0,1
0876.jpg,0,1
0877.jpg,0,1
0878.jpg,0,1
0879.jpg,0,1
0880.jpg,0,1
0881.jpg,0,1
0882.jpg,0,1
0883.jpg,0,1
0884.jpg,0,1
0885.jpg,0,1
0886.jpg,0,1
0887.jpg,0,1
0888.jpg,0,1
0889.jpg,0,1
0890.jpg,0,1
0891.jpg,0,1
0892.jpg,0,1
0893.jpg,0,1
0894.jpg,0,1
0895.jpg,0,1
0896.jpg,0,1
0897.jpg,0,1
0898.jpg,0,1
0899.jpg,0,1
0900.jpg,1,0
0901.jpg,0,1
0902.jpg,0,1
0903.jpg,0,1
0904.jpg,0,1
0905.jpg,1,0
0906.jpg,0,1
0907.jpg,0,1
0908.jpg,0,1
0909.jpg,0,1
0910.jpg,0,1
0911.jpg,0,1
0912.jpg,1,0
0913.jpg,0,1
0914.jpg,0,1
0915.jpg,0,1
0916.jpg,0,1
0917.jpg,0,1
0918.jpg,0,1
0919.jpg,0,1
0920.jpg,0,1
0921.jpg,0,1
0922.jpg,1,0
0923.jpg,0,1
0924.jpg,0,1
0925.jpg,0,1
0926.jpg,0,1
0927.jpg,0,1
0928.jpg,0,1
0929.jpg,0,1
0930.jpg,0,1
0931.jpg,0,1
0932.jpg,0,1
0933.jpg,0,1
0934.jpg,1,0
0935.jpg,0,1
0936.jpg,0,1
0937.jpg,0,1
0938.jpg,0,1
0939.jpg,0,1
0940.jpg,0,1
0941.jpg,0,1
0942.jpg,0,1
0943.jpg,0,1
0944.jpg,0,1
0945.jpg,0,1
0946.jpg,1,0
0947.jpg,0,1
0948.jpg,0,1
0949.jpg,1,0
0950.jpg,0,1
0951.jpg,0,1
0952.jpg,0,1
0953.jpg,0,1
0954.jpg,0,1
0955.jpg,0,1
0956.jpg,0,1
0957.jpg,0,1
0958.jpg,0,1
0959.jpg,0,1
0960.jpg,0,1
0961.jpg,0,1
0962.jpg,0,1
0963.jpg,0,1
0964.jpg,0,1
0965.jpg,0,1
0966.jpg,0,1
0967.jpg,0,1
0968.jpg,0,1
0969.jpg,1,0
0970.jpg,0,1
0971.jpg,0,1
0972.jpg,0,1
0973.jpg,0,1
0974.jpg,0,1
0975.jpg,0,1
0976.jpg,0,1
0977.jpg,0,1
0978.jpg,0,1
0979.jpg,0,1
0980.jpg,0,1
0981.jpg,0,1
0982.jpg,0,1
0983.jpg,1,1
0984.jpg,0,1
0985.jpg,0,1
0986.jpg,0,1
0987.jpg,0,1
0988.jpg,0,1
0989.jpg,0,1
0990.jpg,0,1
0991.jpg,1,0
0992.jpg,1,0
0993.jpg,0,1
0994.jpg,0,1
0995.jpg,0,1
0996.jpg,0,1
0997.jpg,0,1
0998.jpg,0,1
0999.jpg,0,1
1000.jpg,0,1
1001.jpg,0,1
1002.jpg,0,1
1003.jpg,0,1
1004.jpg,0,1
1005.jpg,0,1
1006.jpg,0,1
1007.jpg,0,1
1008.jpg,0,1
1009.jpg,0,1
1010.jpg,0,1
1011.jpg,0,1
1012.jpg,0,1
1013.jpg,0,1
1014.jpg,0,1
1015.jpg,0,1
1016.jpg,0,1
1017.jpg,0,1
1018.jpg,1,0
1019.jpg,0,1
1020.jpg,0,1
1021.jpg,0,1
1022.jpg,0,1
1023.jpg,0,1
1024.jpg,0,1
1025.jpg,0,1
1026.jpg,0,1
1027.jpg,0,1
1028.jpg,0,1
1029.jpg,0,1
1030.jpg,0,1
1031.jpg,0,1
1032.jpg,0,1
1033.jpg,0,1
1034.jpg,1,0
1035.jpg,0,1
1036.jpg,0,1
1037.jpg,0,1
1038.jpg,0,1
1039.jpg,0,1
1040.jpg,0,1
1041.jpg,0,1
1042.jpg,0,1
1043.jpg,0,1
1044.jpg,0,1
1045.jpg,0,1
1046.jpg,0,1
1047.jpg,0,1
1048.jpg,0,1
1049.jpg,0,1
1050.jpg,0,1
1051.jpg,0,1
1052.jpg,0,1
1053.jpg,0,1
1054.jpg,0,1
1055.jpg,0,1
1056.jpg,0,1
1057.jpg,0,1
1058.jpg,0,1
1059.jpg,0,1
1060.jpg,0,1
1061.jpg,0,1
1062.jpg,0,1
1063.jpg,0,1
1064.jpg,0,1
1065.jpg,0,1
1066.jpg,0,1
1067.jpg,0,1
1068.jpg,0,1
1069.jpg,0,1
1070.jpg,0,1
1071.jpg,0,1
1072.jpg,0,1
1073.jpg,0,1
1074.jpg,0,1
1075.jpg,0,1
1076.jpg,0,1
1077.jpg,0,1
1078.jpg,0,1
1079.jpg,0,1
1080.jpg,0,1
1081.jpg,0,1
1082.jpg,0,1
1083.jpg,0,1
1084.jpg,0,1
1085.jpg,0,1
1086.jpg,0,1
1087.jpg,0,1
1088.jpg,0,1
1089.jpg,0,1
1090.jpg,0,1
1091.jpg,0,1
1092.jpg,0,1
1093.jpg,0,1
1094.jpg,0,1
1095.jpg,0,1
1096.jpg,0,1
1097.jpg,0,1
1098.jpg,0,1
1099.jpg,0,1
1100.jpg,0,1
1101.jpg,1,0
1102.jpg,1,0
1103.jpg,1,0
1104.jpg,1,0
1105.jpg,1,0
1106.jpg,1,0
1107.jpg,1,0
1108.jpg,1,0
1109.jpg,1,0
1110.jpg,1,0
1111.jpg,1,0
1112.jpg,1,0
1113.jpg,1,0
1114.jpg,1,0
1115.jpg,1,0
1116.jpg,1,0
1117.jpg,1,0
1118.jpg,1,0
1119.jpg,1,0
1120.jpg,1,0
1121.jpg,1,0
1122.jpg,1,0
1123.jpg,1,0
1124.jpg,1,0
1125.jpg,1,0
1126.jpg,1,0
1127.jpg,1,0
1128.jpg,1,0
1129.jpg,1,0
1130.jpg,1,0
1131.jpg,1,0
1132.jpg,1,0
1133.jpg,1,0
1134.jpg,1,0
1135.jpg,1,0
1136.jpg,1,0
1137.jpg,1,0
1138.jpg,1,0
1139.jpg,1,0
1140.jpg,1,0
1141.jpg,1,1
1142.jpg,1,0
1143.jpg,1,1
1144.jpg,1,0
1145.jpg,1,0
1146.jpg,1,0
1147.jpg,1,0
1148.jpg,1,1
1149.jpg,1,0
1150.jpg,1,0
1151.jpg,1,1
1152.jpg,1,1
1153.jpg,1,1
1154.jpg,1,1
1155.jpg,1,1
1156.jpg,1,1
1157.jpg,1,1
1158.jpg,1,0
1159.jpg,1,0
1160.jpg,1,1
1161.jpg,1,1
1162.jpg,1,0
1163.jpg,1,1
1164.jpg,1,1
1165.jpg,1,1
1166.jpg,1,0
1167.jpg,1,0
1168.jpg,1,1
1169.jpg,1,1
1170.jpg,1,0
1171.jpg,1,0
1172.jpg,0,1
1173.jpg,0,1
1174.jpg,0,1
1175.jpg,0,1
1176.jpg,0,1
1177.jpg,0,1
1178.jpg,0,1
1179.jpg,0,1
1180.jpg,1,1
1181.jpg,0,1
1182.jpg,0,1
1183.jpg,1,1
1184.jpg,0,1
1185.jpg,0,1
1186.jpg,0,1
1187.jpg,1,1
1188.jpg,1,1
1189.jpg,0,1
1190.jpg,1,1
1191.jpg,0,1
1192.jpg,0,1
1193.jpg,0,1
1194.jpg,0,1
1195.jpg,0,1
1196.jpg,0,1
1197.jpg,1,1
1198.jpg,1,1
1199.jpg,0,1
1200.jpg,0,1
1201.jpg,0,1
1202.jpg,0,1
1203.jpg,1,0
1204.jpg,1,0
1205.jpg,1,0
1206.jpg,1,0
1207.jpg,1,0
1208.jpg,0,1
1209.jpg,1,0
1210.jpg,1,0
1211.jpg,0,1
1212.jpg,1,0
1213.jpg,1,0
1214.jpg,0,1
1215.jpg,0,1
1216.jpg,0,1
1217.jpg,1,0
1218.jpg,0,1
1219.jpg,0,1
1220.jpg,1,0
1221.jpg,1,0
1222.jpg,1,0
1223.jpg,1,0
1224.jpg,1,0
1225.jpg,1,0
1226.jpg,1,0
1227.jpg,1,0
1228.jpg,1,0
1229.jpg,1,0
1230.jpg,1,0
1231.jpg,1,0
1232.jpg,1,0
1233.jpg,1,0
1234.jpg,0,1
1235.jpg,1,0
1236.jpg,1,0
1237.jpg,1,0
1238.jpg,0,1
1239.jpg,1,0
1240.jpg,1,0
1241.jpg,1,0
1242.jpg,0,1
1243.jpg,1,0
1244.jpg,1,0
1245.jpg,1,0
1246.jpg,1,0
1247.jpg,1,0
1248.jpg,1,0
1249.jpg,1,0
1250.jpg,1,0
1251.jpg,1,0
1252.jpg,1,0
1253.jpg,1,0
1254.jpg,1,0
1255.jpg,1,0
1256.jpg,1,0
1257.jpg,1,0
1258.jpg,1,0
1259.jpg,1,0
1260.jpg,1,0
1261.jpg,1,0
1262.jpg,0,1
1263.jpg,1,0
1264.jpg,1,0
1265.jpg,1,0
1266.jpg,0,1
1267.jpg,1,0
1268.jpg,1,0
1269.jpg,1,0
1270.jpg,1,0
